REF_AREA,Geographic area,INDICATOR,Indicator,UNIT_MULTIPLIER,Unit multiplier,UNIT_MEASURE,Unit of measure,Value
MMR,Myanmar,CHLD_NUTRITION,Child nutrition,,,IDX,Index,7.7
MMR,Myanmar,CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,5.4
MMR,Myanmar,CLIMATE_ENV_SHOCKS,Climate and environmental shocks,,,IDX,Index,8.3
MMR,Myanmar,COMM_ASSETS,Communication assets,,,IDX,Index,5.4
MMR,Myanmar,DENGUE,Dengue,,,IDX,Index,9.8
MMR,Myanmar,EDUCATION,Education,,,IDX,Index,5.1
MMR,Myanmar,FLOODS_COASTAL,Coastal floods,,,IDX,Index,10.0
MMR,Myanmar,FLOODS_RIVERINE,Riverine floods,,,IDX,Index,9.7
MMR,Myanmar,HEATWAVES,Heatwaves,,,IDX,Index,6.5
MMR,Myanmar,MALARIA,Malaria,,,IDX,Index,8.2
MMR,Myanmar,MAT_HEALTH,Maternal health,,,IDX,Index,7.7
MMR,Myanmar,POLLUTION_AIR,Air pollution,,,IDX,Index,8.4
MMR,Myanmar,POLLUTION_LEAD,Lead pollution,,,IDX,Index,8.4
MMR,Myanmar,POLLUTION_PESTICIDE,Pesticide pollution,,,IDX,Index,8.4
MMR,Myanmar,POLLUTION_SOIL_WATER,Soil and water pollution,,,IDX,Index,8.4
"MMR,Myanmar,POV_COMM_ASSETS_SOC_PROT,""Poverty, communication assets, and social protection"",,,IDX,Index,5.8"
MMR,Myanmar,POV_INEQUITY,Poverty and Inequality,,,IDX,Index,3.7
MMR,Myanmar,SOC_PROT_ECON_EMPOW,Social protection and economic empowerment,,,IDX,Index,8.3
MMR,Myanmar,TROPICAL_CYCLONES,Tropical cyclones,,,IDX,Index,4.6
MMR,Myanmar,VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,9.1
"MMR,Myanmar,WASH,""Water, sanitation, and hygiene"",,,IDX,Index,4.2"
MMR,Myanmar,WATER_SCARCITY,Water scarcity,,,IDX,Index,5.0
MMR,Myanmar,ZIKA,Zika,,,IDX,Index,8.5
MNE,Montenegro,AEDES,Aedes,,,IDX,Index,2.9
MNE,Montenegro,CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,2.7
MNE,Montenegro,CHLD_HEALTH,Child health,,,IDX,Index,2.1
MNE,Montenegro,CHLD_HEALTH_NUTRITION,Child health and nutrition,,,IDX,Index,2.6
MNE,Montenegro,CHLD_NUTRITION,Child nutrition,,,IDX,Index,3
MNE,Montenegro,CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,1.9
MNE,Montenegro,CLIMATE_ENV_SHOCKS,Climate and environmental shocks,,,IDX,Index,3.4
MNE,Montenegro,COMM_ASSETS,Communication assets,,,IDX,Index,0.6
MNE,Montenegro,DENGUE,Dengue,,,IDX,Index,3.9
MNE,Montenegro,EDUCATION,Education,,,IDX,Index,0.7
MNE,Montenegro,FLOODS_COASTAL,Coastal floods,,,IDX,Index,0.0
MNE,Montenegro,FLOODS_RIVERINE,Riverine floods,,,IDX,Index,3.4
MNE,Montenegro,HEATWAVES,Heatwaves,,,IDX,Index,8.9
MNE,Montenegro,MALARIA,Malaria,,,IDX,Index,0.0
MNE,Montenegro,MAT_HEALTH,Maternal health,,,IDX,Index,2.8
MNE,Montenegro,POLLUTION_AIR,Air pollution,,,IDX,Index,4.2
MNE,Montenegro,POLLUTION_LEAD,Lead pollution,,,IDX,Index,2.6
MNE,Montenegro,POLLUTION_PESTICIDE,Pesticide pollution,,,IDX,Index,2.6
MNE,Montenegro,POLLUTION_SOIL_WATER,Soil and water pollution,,,IDX,Index,2.6
"MNE,Montenegro,POV_COMM_ASSETS_SOC_PROT,""Poverty, communication assets, and social protection"",,,IDX,Index,3.8"
MNE,Montenegro,POV_INEQUITY,Poverty and Inequality,,,IDX,Index,5.2
MNE,Montenegro,SOC_PROT_ECON_EMPOW,Social protection and economic empowerment,,,IDX,Index,5.7
MNE,Montenegro,TROPICAL_CYCLONES,Tropical cyclones,,,IDX,Index,0.0
MNE,Montenegro,VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,1.9
"MNE,Montenegro,WASH,""Water, sanitation, and hygiene"",,,IDX,Index,0.3"
MNE,Montenegro,WATER_SCARCITY,Water scarcity,,,IDX,Index,0.0
MNE,Montenegro,ZIKA,Zika,,,IDX,Index,0.0
MNG,Mongolia,AEDES,Aedes,,,IDX,Index,0.0
MNG,Mongolia,CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,4.2
MNG,Mongolia,CHLD_HEALTH,Child health,,,IDX,Index,2.9
MNG,Mongolia,CHLD_HEALTH_NUTRITION,Child health and nutrition,,,IDX,Index,3.5
MNG,Mongolia,CHLD_NUTRITION,Child nutrition,,,IDX,Index,2.8
MNG,Mongolia,CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,3.1
MNG,Mongolia,CLIMATE_ENV_SHOCKS,Climate and environmental shocks,,,IDX,Index,5.2
MNG,Mongolia,COMM_ASSETS,Communication assets,,,IDX,Index,3.3
MNG,Mongolia,DENGUE,Dengue,,,IDX,Index,0.0
MNG,Mongolia,EDUCATION,Education,,,IDX,Index,1.4
MNG,Mongolia,FLOODS_COASTAL,Coastal floods,,,IDX,Index,0.0
MNG,Mongolia,FLOODS_RIVERINE,Riverine floods,,,IDX,Index,4.9
MNG,Mongolia,HEATWAVES,Heatwaves,,,IDX,Index,9.2
MNG,Mongolia,MALARIA,Malaria,,,IDX,Index,0.0
MNG,Mongolia,MAT_HEALTH,Maternal health,,,IDX,Index,4.8
MNG,Mongolia,POLLUTION_AIR,Air pollution,,,IDX,Index,4.4
MNG,Mongolia,POLLUTION_LEAD,Lead pollution,,,IDX,Index,5
MNG,Mongolia,POLLUTION_PESTICIDE,Pesticide pollution,,,IDX,Index,1.6
MNG,Mongolia,POLLUTION_SOIL_WATER,Soil and water pollution,,,IDX,Index,3.5
"MNG,Mongolia,POV_COMM_ASSETS_SOC_PROT,""Poverty, communication assets, and social protection"",,,IDX,Index,3.4"
MNG,Mongolia,POV_INEQUITY,Poverty and Inequality,,,IDX,Index,4.4
MNG,Mongolia,SOC_PROT_ECON_EMPOW,Social protection and economic empowerment,,,IDX,Index,2.6
MNG,Mongolia,TROPICAL_CYCLONES,Tropical cyclones,,,IDX,Index,0.0
MNG,Mongolia,VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,0.0
"MNG,Mongolia,WASH,""Water, sanitation, and hygiene"",,,IDX,Index,4.2"
MNG,Mongolia,WATER_SCARCITY,Water scarcity,,,IDX,Index,9.2
MNG,Mongolia,ZIKA,Zika,,,IDX,Index,0.0
MOZ,Mozambique,AEDES,Aedes,,,IDX,Index,9.8
MOZ,Mozambique,CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,7.9
MOZ,Mozambique,CHLD_HEALTH,Child health,,,IDX,Index,8.1
MOZ,Mozambique,CHLD_HEALTH_NUTRITION,Child health and nutrition,,,IDX,Index,8.4
MOZ,Mozambique,CHLD_NUTRITION,Child nutrition,,,IDX,Index,9.6
MOZ,Mozambique,CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,8.2
MOZ,Mozambique,CLIMATE_ENV_SHOCKS,Climate and environmental shocks,,,IDX,Index,7.5
MOZ,Mozambique,COMM_ASSETS,Communication assets,,,IDX,Index,10.0
MOZ,Mozambique,DENGUE,Dengue,,,IDX,Index,9.3
MOZ,Mozambique,EDUCATION,Education,,,IDX,Index,5.4
MOZ,Mozambique,FLOODS_COASTAL,Coastal floods,,,IDX,Index,10.0
MOZ,Mozambique,FLOODS_RIVERINE,Riverine floods,,,IDX,Index,6.9
MOZ,Mozambique,HEATWAVES,Heatwaves,,,IDX,Index,8.0
MOZ,Mozambique,MALARIA,Malaria,,,IDX,Index,5.6
MOZ,Mozambique,MAT_HEALTH,Maternal health,,,IDX,Index,7.6
MOZ,Mozambique,POLLUTION_AIR,Air pollution,,,IDX,Index,3.0
MOZ,Mozambique,POLLUTION_LEAD,Lead pollution,,,IDX,Index,9.6
MOZ,Mozambique,POLLUTION_PESTICIDE,Pesticide pollution,,,IDX,Index,3.4
MOZ,Mozambique,POLLUTION_SOIL_WATER,Soil and water pollution,,,IDX,Index,7.7
"MOZ,Mozambique,POV_COMM_ASSETS_SOC_PROT,""Poverty, communication assets, and social protection"",,,IDX,Index,8.9"
MOZ,Mozambique,POV_INEQUITY,Poverty and Inequality,,,IDX,Index,9.6
MOZ,Mozambique,SOC_PROT_ECON_EMPOW,Social protection and economic empowerment,,,IDX,Index,7.2
MOZ,Mozambique,TROPICAL_CYCLONES,Tropical cyclones,,,IDX,Index,5.0
MOZ,Mozambique,VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,8.6
"MOZ,Mozambique,WASH,""Water, sanitation, and hygiene"",,,IDX,Index,10"
MOZ,Mozambique,WATER_SCARCITY,Water scarcity,,,IDX,Index,6.9
MOZ,Mozambique,ZIKA,Zika,,,IDX,Index,8.3
MRT,Mauritania,AEDES,Aedes,,,IDX,Index,9.0
MRT,Mauritania,CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,6.7
MRT,Mauritania,CHLD_HEALTH,Child health,,,IDX,Index,7.6
MRT,Mauritania,CHLD_HEALTH_NUTRITION,Child health and nutrition,,,IDX,Index,7.8
MRT,Mauritania,CHLD_NUTRITION,Child nutrition,,,IDX,Index,6.9
MRT,Mauritania,CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,7.2
MRT,Mauritania,CLIMATE_ENV_SHOCKS,Climate and environmental shocks,,,IDX,Index,6.1
MRT,Mauritania,COMM_ASSETS,Communication assets,,,IDX,Index,8.0
MRT,Mauritania,DENGUE,Dengue,,,IDX,Index,6.9
MRT,Mauritania,EDUCATION,Education,,,IDX,Index,8.6
MRT,Mauritania,FLOODS_COASTAL,Coastal floods,,,IDX,Index,2.2
MRT,Mauritania,FLOODS_RIVERINE,Riverine floods,,,IDX,Index,7.5
MRT,Mauritania,HEATWAVES,Heatwaves,,,IDX,Index,6.5
MRT,Mauritania,MALARIA,Malaria,,,IDX,Index,6.4
MRT,Mauritania,MAT_HEALTH,Maternal health,,,IDX,Index,9
MRT,Mauritania,POLLUTION_AIR,Air pollution,,,IDX,Index,9.3
MRT,Mauritania,POLLUTION_LEAD,Lead pollution,,,IDX,Index,6.8
MRT,Mauritania,POLLUTION_PESTICIDE,Pesticide pollution,,,IDX,Index,0.0
MRT,Mauritania,POLLUTION_SOIL_WATER,Soil and water pollution,,,IDX,Index,4.2
"MRT,Mauritania,POV_COMM_ASSETS_SOC_PROT,""Poverty, communication assets, and social protection"",,,IDX,Index,5.6"
MRT,Mauritania,POV_INEQUITY,Poverty and Inequality,,,IDX,Index,4.6
MRT,Mauritania,SOC_PROT_ECON_EMPOW,Social protection and economic empowerment,,,IDX,Index,4.1
MRT,Mauritania,TROPICAL_CYCLONES,Tropical cyclones,,,IDX,Index,0.0
MRT,Mauritania,VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,7.2
"MRT,Mauritania,WASH,""Water, sanitation, and hygiene"",,,IDX,Index,6.7"
MRT,Mauritania,WATER_SCARCITY,Water scarcity,,,IDX,Index,6.3
MRT,Mauritania,ZIKA,Zika,,,IDX,Index,5.7
MWI,Malawi,AEDES,Aedes,,,IDX,Index,9.4
MWI,Malawi,CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,6.7
MWI,Malawi,CHLD_HEALTH,Child health,,,IDX,Index,4.4
MWI,Malawi,CHLD_HEALTH_NUTRITION,Child health and nutrition,,,IDX,Index,7.3
MWI,Malawi,CHLD_NUTRITION,Child nutrition,,,IDX,Index,9.8
MWI,Malawi,CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,7.5
MWI,Malawi,CLIMATE_ENV_SHOCKS,Climate and environmental shocks,,,IDX,Index,5.7
MWI,Malawi,COMM_ASSETS,Communication assets,,,IDX,Index,10.0
MWI,Malawi,DENGUE,Dengue,,,IDX,Index,7.7
MWI,Malawi,EDUCATION,Education,,,IDX,Index,5.5
MWI,Malawi,FLOODS_COASTAL,Coastal floods,,,IDX,Index,0.0
MWI,Malawi,FLOODS_RIVERINE,Riverine floods,,,IDX,Index,6.6
MWI,Malawi,HEATWAVES,Heatwaves,,,IDX,Index,7.7
MWI,Malawi,MALARIA,Malaria,,,IDX,Index,5.0
MWI,Malawi,MAT_HEALTH,Maternal health,,,IDX,Index,7.6
MWI,Malawi,POLLUTION_AIR,Air pollution,,,IDX,Index,2.9
MWI,Malawi,POLLUTION_LEAD,Lead pollution,,,IDX,Index,9.4
MWI,Malawi,POLLUTION_PESTICIDE,Pesticide pollution,,,IDX,Index,7.9
MWI,Malawi,POLLUTION_SOIL_WATER,Soil and water pollution,,,IDX,Index,8.8
"MWI,Malawi,POV_COMM_ASSETS_SOC_PROT,""Poverty, communication assets, and social protection"",,,IDX,Index,9.1"
MWI,Malawi,POV_INEQUITY,Poverty and Inequality,,,IDX,Index,9
MWI,Malawi,SOC_PROT_ECON_EMPOW,Social protection and economic empowerment,,,IDX,Index,8.3
MWI,Malawi,TROPICAL_CYCLONES,Tropical cyclones,,,IDX,Index,0.0
MWI,Malawi,VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,7.5
"MWI,Malawi,WASH,""Water, sanitation, and hygiene"",,,IDX,Index,7.9"
MWI,Malawi,WATER_SCARCITY,Water scarcity,,,IDX,Index,5.8
MWI,Malawi,ZIKA,Zika,,,IDX,Index,6.2
MYS,Malaysia,AEDES,Aedes,,,IDX,Index,9.3
MYS,Malaysia,CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,5.4
MYS,Malaysia,CHLD_HEALTH,Child health,,,IDX,Index,0.7
MYS,Malaysia,CHLD_HEALTH_NUTRITION,Child health and nutrition,,,IDX,Index,4.2
MYS,Malaysia,CHLD_NUTRITION,Child nutrition,,,IDX,Index,6.8
MYS,Malaysia,CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2.8
MYS,Malaysia,CLIMATE_ENV_SHOCKS,Climate and environmental shocks,,,IDX,Index,7.2
MYS,Malaysia,COMM_ASSETS,Communication assets,,,IDX,Index,2.0
MYS,Malaysia,DENGUE,Dengue,,,IDX,Index,9.9
MYS,Malaysia,EDUCATION,Education,,,IDX,Index,2
MYS,Malaysia,FLOODS_COASTAL,Coastal floods,,,IDX,Index,9.3
MYS,Malaysia,FLOODS_RIVERINE,Riverine floods,,,IDX,Index,7.1
MYS,Malaysia,HEATWAVES,Heatwaves,,,IDX,Index,6.0
MYS,Malaysia,MALARIA,Malaria,,,IDX,Index,8.1
MYS,Malaysia,MAT_HEALTH,Maternal health,,,IDX,Index,5
MYS,Malaysia,POLLUTION_AIR,Air pollution,,,IDX,Index,8.6
MYS,Malaysia,POLLUTION_LEAD,Lead pollution,,,IDX,Index,3.3
MYS,Malaysia,POLLUTION_PESTICIDE,Pesticide pollution,,,IDX,Index,8.9
MYS,Malaysia,POLLUTION_SOIL_WATER,Soil and water pollution,,,IDX,Index,7.0
"MYS,Malaysia,POV_COMM_ASSETS_SOC_PROT,""Poverty, communication assets, and social protection"",,,IDX,Index,4.3"
MYS,Malaysia,POV_INEQUITY,Poverty and Inequality,,,IDX,Index,3.8
MYS,Malaysia,SOC_PROT_ECON_EMPOW,Social protection and economic empowerment,,,IDX,Index,7.1
MYS,Malaysia,TROPICAL_CYCLONES,Tropical cyclones,,,IDX,Index,0.0
MYS,Malaysia,VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,9.3
"MYS,Malaysia,WASH,""Water, sanitation, and hygiene"",,,IDX,Index,0.8"
MYS,Malaysia,WATER_SCARCITY,Water scarcity,,,IDX,Index,4.0
MYS,Malaysia,ZIKA,Zika,,,IDX,Index,9.4
NAM,Namibia,AEDES,Aedes,,,IDX,Index,8.2
NAM,Namibia,CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,5.1
NAM,Namibia,CHLD_HEALTH,Child health,,,IDX,Index,6.5
NAM,Namibia,CHLD_HEALTH_NUTRITION,Child health and nutrition,,,IDX,Index,6.6
NAM,Namibia,CHLD_NUTRITION,Child nutrition,,,IDX,Index,7.7
NAM,Namibia,CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,4.9
NAM,Namibia,CLIMATE_ENV_SHOCKS,Climate and environmental shocks,,,IDX,Index,5.3
NAM,Namibia,COMM_ASSETS,Communication assets,,,IDX,Index,6.9
NAM,Namibia,DENGUE,Dengue,,,IDX,Index,4.8
NAM,Namibia,EDUCATION,Education,,,IDX,Index,1.2
NAM,Namibia,FLOODS_COASTAL,Coastal floods,,,IDX,Index,0.0
NAM,Namibia,FLOODS_RIVERINE,Riverine floods,,,IDX,Index,8.6
NAM,Namibia,HEATWAVES,Heatwaves,,,IDX,Index,5.3
NAM,Namibia,MALARIA,Malaria,,,IDX,Index,4.9
NAM,Namibia,MAT_HEALTH,Maternal health,,,IDX,Index,5.7
NAM,Namibia,POLLUTION_AIR,Air pollution,,,IDX,Index,3.4
NAM,Namibia,POLLUTION_LEAD,Lead pollution,,,IDX,Index,8.1
NAM,Namibia,POLLUTION_PESTICIDE,Pesticide pollution,,,IDX,Index,0.3
NAM,Namibia,POLLUTION_SOIL_WATER,Soil and water pollution,,,IDX,Index,5.4
"NAM,Namibia,POV_COMM_ASSETS_SOC_PROT,""Poverty, communication assets, and social protection"",,,IDX,Index,6.0"
NAM,Namibia,POV_INEQUITY,Poverty and Inequality,,,IDX,Index,6.8
NAM,Namibia,SOC_PROT_ECON_EMPOW,Social protection and economic empowerment,,,IDX,Index,4.3
NAM,Namibia,TROPICAL_CYCLONES,Tropical cyclones,,,IDX,Index,0.0
NAM,Namibia,VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,5.5
"NAM,Namibia,WASH,""Water, sanitation, and hygiene"",,,IDX,Index,5.6"
NAM,Namibia,WATER_SCARCITY,Water scarcity,,,IDX,Index,8.0
NAM,Namibia,ZIKA,Zika,,,IDX,Index,2.2
NER,Niger,AEDES,Aedes,,,IDX,Index,9.9
NER,Niger,CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,8.2
NER,Niger,CHLD_HEALTH,Child health,,,IDX,Index,8.6
NER,Niger,CHLD_HEALTH_NUTRITION,Child health and nutrition,,,IDX,Index,9.1
NER,Niger,CHLD_NUTRITION,Child nutrition,,,IDX,Index,10
NER,Niger,CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,8.9
NER,Niger,CLIMATE_ENV_SHOCKS,Climate and environmental shocks,,,IDX,Index,7.3
NER,Niger,COMM_ASSETS,Communication assets,,,IDX,Index,10.0
NER,Niger,DENGUE,Dengue,,,IDX,Index,8.8
NER,Niger,EDUCATION,Education,,,IDX,Index,8
NER,Niger,FLOODS_COASTAL,Coastal floods,,,IDX,Index,0.0
NER,Niger,FLOODS_RIVERINE,Riverine floods,,,IDX,Index,7.2
NER,Niger,HEATWAVES,Heatwaves,,,IDX,Index,3.6
NER,Niger,MALARIA,Malaria,,,IDX,Index,7.2
NER,Niger,MAT_HEALTH,Maternal health,,,IDX,Index,8.8
NER,Niger,POLLUTION_AIR,Air pollution,,,IDX,Index,10.0
NER,Niger,POLLUTION_LEAD,Lead pollution,,,IDX,Index,10
NER,Niger,POLLUTION_PESTICIDE,Pesticide pollution,,,IDX,Index,4.1
NER,Niger,POLLUTION_SOIL_WATER,Soil and water pollution,,,IDX,Index,8.3
"NER,Niger,POV_COMM_ASSETS_SOC_PROT,""Poverty, communication assets, and social protection"",,,IDX,Index,8.4"
NER,Niger,POV_INEQUITY,Poverty and Inequality,,,IDX,Index,6
NER,Niger,SOC_PROT_ECON_EMPOW,Social protection and economic empowerment,,,IDX,Index,9.1
NER,Niger,TROPICAL_CYCLONES,Tropical cyclones,,,IDX,Index,0.0
NER,Niger,VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,8.3
"NER,Niger,WASH,""Water, sanitation, and hygiene"",,,IDX,Index,10"
NER,Niger,WATER_SCARCITY,Water scarcity,,,IDX,Index,9.6
NER,Niger,ZIKA,Zika,,,IDX,Index,5.0
NGA,Nigeria,AEDES,Aedes,,,IDX,Index,9.8
NGA,Nigeria,CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,8.5
NGA,Nigeria,CHLD_HEALTH,Child health,,,IDX,Index,9.7
NGA,Nigeria,CHLD_HEALTH_NUTRITION,Child health and nutrition,,,IDX,Index,9.7
NGA,Nigeria,CHLD_NUTRITION,Child nutrition,,,IDX,Index,10
NGA,Nigeria,CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,8.1
NGA,Nigeria,CLIMATE_ENV_SHOCKS,Climate and environmental shocks,,,IDX,Index,8.8
NGA,Nigeria,COMM_ASSETS,Communication assets,,,IDX,Index,7.6
NGA,Nigeria,DENGUE,Dengue,,,IDX,Index,10.0
NGA,Nigeria,EDUCATION,Education,,,IDX,Index,8.3
NGA,Nigeria,FLOODS_COASTAL,Coastal floods,,,IDX,Index,10.0
NGA,Nigeria,FLOODS_RIVERINE,Riverine floods,,,IDX,Index,8.6
NGA,Nigeria,HEATWAVES,Heatwaves,,,IDX,Index,8.6
NGA,Nigeria,MALARIA,Malaria,,,IDX,Index,6.8
NGA,Nigeria,MAT_HEALTH,Maternal health,,,IDX,Index,9.4
NGA,Nigeria,POLLUTION_AIR,Air pollution,,,IDX,Index,10.0
NGA,Nigeria,POLLUTION_LEAD,Lead pollution,,,IDX,Index,10
NGA,Nigeria,POLLUTION_PESTICIDE,Pesticide pollution,,,IDX,Index,9.5
NGA,Nigeria,POLLUTION_SOIL_WATER,Soil and water pollution,,,IDX,Index,9.8
"NGA,Nigeria,POV_COMM_ASSETS_SOC_PROT,""Poverty, communication assets, and social protection"",,,IDX,Index,7.3"
NGA,Nigeria,POV_INEQUITY,Poverty and Inequality,,,IDX,Index,6
NGA,Nigeria,SOC_PROT_ECON_EMPOW,Social protection and economic empowerment,,,IDX,Index,8.3
NGA,Nigeria,TROPICAL_CYCLONES,Tropical cyclones,,,IDX,Index,0.0
NGA,Nigeria,VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,9.1
"NGA,Nigeria,WASH,""Water, sanitation, and hygiene"",,,IDX,Index,6.9"
NGA,Nigeria,WATER_SCARCITY,Water scarcity,,,IDX,Index,8.1
NGA,Nigeria,ZIKA,Zika,,,IDX,Index,8.7
NIC,Nicaragua,AEDES,Aedes,,,IDX,Index,8.0
NIC,Nicaragua,CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,4.6
NIC,Nicaragua,CHLD_HEALTH,Child health,,,IDX,Index,1.5
NIC,Nicaragua,CHLD_HEALTH_NUTRITION,Child health and nutrition,,,IDX,Index,3.9
NIC,Nicaragua,CHLD_NUTRITION,Child nutrition,,,IDX,Index,5.6
NIC,Nicaragua,CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,4.5
NIC,Nicaragua,CLIMATE_ENV_SHOCKS,Climate and environmental shocks,,,IDX,Index,4.6
NIC,Nicaragua,COMM_ASSETS,Communication assets,,,IDX,Index,4.8
NIC,Nicaragua,DENGUE,Dengue,,,IDX,Index,9.2
NIC,Nicaragua,EDUCATION,Education,,,IDX,Index,2.8
NIC,Nicaragua,FLOODS_COASTAL,Coastal floods,,,IDX,Index,0.0
NIC,Nicaragua,FLOODS_RIVERINE,Riverine floods,,,IDX,Index,6.0
NIC,Nicaragua,HEATWAVES,Heatwaves,,,IDX,Index,6.0
NIC,Nicaragua,MALARIA,Malaria,,,IDX,Index,7.0
NIC,Nicaragua,MAT_HEALTH,Maternal health,,,IDX,Index,4.5
NIC,Nicaragua,POLLUTION_AIR,Air pollution,,,IDX,Index,2.8
NIC,Nicaragua,POLLUTION_LEAD,Lead pollution,,,IDX,Index,5
NIC,Nicaragua,POLLUTION_PESTICIDE,Pesticide pollution,,,IDX,Index,6.9
NIC,Nicaragua,POLLUTION_SOIL_WATER,Soil and water pollution,,,IDX,Index,6.0
"NIC,Nicaragua,POV_COMM_ASSETS_SOC_PROT,""Poverty, communication assets, and social protection"",,,IDX,Index,5.7"
NIC,Nicaragua,POV_INEQUITY,Poverty and Inequality,,,IDX,Index,6.8
NIC,Nicaragua,SOC_PROT_ECON_EMPOW,Social protection and economic empowerment,,,IDX,Index,5.5
NIC,Nicaragua,TROPICAL_CYCLONES,Tropical cyclones,,,IDX,Index,3.2
NIC,Nicaragua,VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,8.3
"NIC,Nicaragua,WASH,""Water, sanitation, and hygiene"",,,IDX,Index,5.5"
NIC,Nicaragua,WATER_SCARCITY,Water scarcity,,,IDX,Index,0.0
NIC,Nicaragua,ZIKA,Zika,,,IDX,Index,8.7
NLD,Netherlands,AEDES,Aedes,,,IDX,Index,0.0
NLD,Netherlands,CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,2.7
NLD,Netherlands,CHLD_HEALTH,Child health,,,IDX,Index,1.3
NLD,Netherlands,CHLD_HEALTH_NUTRITION,Child health and nutrition,,,IDX,Index,1.4
NLD,Netherlands,CHLD_NUTRITION,Child nutrition,,,IDX,Index,2.3
NLD,Netherlands,CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,1.0
NLD,Netherlands,CLIMATE_ENV_SHOCKS,Climate and environmental shocks,,,IDX,Index,4.1
NLD,Netherlands,COMM_ASSETS,Communication assets,,,IDX,Index,2.4
NLD,Netherlands,DENGUE,Dengue,,,IDX,Index,0.0
NLD,Netherlands,EDUCATION,Education,,,IDX,Index,1
NLD,Netherlands,FLOODS_COASTAL,Coastal floods,,,IDX,Index,4.7
NLD,Netherlands,FLOODS_RIVERINE,Riverine floods,,,IDX,Index,5.9
NLD,Netherlands,HEATWAVES,Heatwaves,,,IDX,Index,6.3
NLD,Netherlands,MALARIA,Malaria,,,IDX,Index,0.0
NLD,Netherlands,MAT_HEALTH,Maternal health,,,IDX,Index,0.5
NLD,Netherlands,POLLUTION_AIR,Air pollution,,,IDX,Index,4.7
NLD,Netherlands,POLLUTION_LEAD,Lead pollution,,,IDX,Index,3.4
NLD,Netherlands,POLLUTION_PESTICIDE,Pesticide pollution,,,IDX,Index,8.9
NLD,Netherlands,POLLUTION_SOIL_WATER,Soil and water pollution,,,IDX,Index,7.0
"NLD,Netherlands,POV_COMM_ASSETS_SOC_PROT,""Poverty, communication assets, and social protection"",,,IDX,Index,1.6"
NLD,Netherlands,POV_INEQUITY,Poverty and Inequality,,,IDX,Index,2
NLD,Netherlands,SOC_PROT_ECON_EMPOW,Social protection and economic empowerment,,,IDX,Index,0.5
NLD,Netherlands,TROPICAL_CYCLONES,Tropical cyclones,,,IDX,Index,0.0
NLD,Netherlands,VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,0.0
"NLD,Netherlands,WASH,""Water, sanitation, and hygiene"",,,IDX,Index,0"
NLD,Netherlands,WATER_SCARCITY,Water scarcity,,,IDX,Index,0.0
NLD,Netherlands,ZIKA,Zika,,,IDX,Index,0.0
NOR,Norway,AEDES,Aedes,,,IDX,Index,0.0
NOR,Norway,CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,2.1
